schema_version,experiment,seed,condition,compromise_fraction,required_fragments,emitted_fragments,recovery_fragments,redundancy_factor,bandwidth_overhead,magnet_strength,wandering_strength,hop_budget,custody_rounds,message_reconstructed,effective_reconstruction_ratio,reconstruction_margin,delivered_total,primary_delivered,recovery_delivered,clean_reconstruction,delivered_compromised_fragments,mean_hop_count,mean_transport_delivery_ratio,loop_rate,dead_end_rate,mean_compromised_relays_per_fragment,reticulum_graph_visible,voxmesh_knows_reticulum_identity,reticulum_knows_whisper_payload,network_profile,network_risk,adaptive_redundancy_factor,adaptive_custody_rounds,adaptive_repair_budget_factor,receive_mode
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:very_bad,random,0.2,100,139,39,1.3840542254935668,1.39,6.0,0.5,12,7,True,1.0,20,120,85,35,False,73,4.633093525179856,0.6727233797377682,0.007194244604316547,0.0,0.8848920863309353,False,False,False,very_bad,0.8936948366237791,1.3840542254935668,7,0.18405422549356687,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:good,targeted,0.2,100,127,27,1.2668639650823639,1.27,6.0,0.5,12,5,True,1.0,9,109,85,24,False,95,5.125984251968504,0.6989666064469214,0.05511811023622047,0.031496062992125984,2.1496062992125986,False,False,False,good,0.11242643388242612,1.2668639650823639,5,0.06686396508236392,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:normal,targeted,0.2,100,131,31,1.3048618981480335,1.31,6.0,0.5,12,6,True,1.0,10,110,84,26,False,92,4.99236641221374,0.6720773713140126,0.015267175572519083,0.0,2.2900763358778624,False,False,False,normal,0.3657459876535567,1.3048618981480335,6,0.10486189814803351,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:bad,targeted,0.2,100,135,35,1.3483695578132917,1.35,6.0,0.5,12,6,True,1.0,17,117,87,30,False,103,4.7555555555555555,0.6777010849233072,0.014814814814814815,0.0,2.051851851851852,False,False,False,bad,0.655797052088612,1.3483695578132917,6,0.1483695578132918,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:very_bad,targeted,0.2,100,139,39,1.3840542254935668,1.39,6.0,0.5,12,7,True,1.0,20,120,85,35,False,103,4.633093525179856,0.6727233797377682,0.007194244604316547,0.0,1.9424460431654675,False,False,False,very_bad,0.8936948366237791,1.3840542254935668,7,0.18405422549356687,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:good,behavioral,0.2,100,127,27,1.2668639650823639,1.27,6.0,0.5,12,5,True,1.0,4,104,81,23,True,0,4.755905511811024,0.6573479451432207,0.06299212598425197,0.031496062992125984,0.0,False,False,False,good,0.11242643388242612,1.2668639650823639,5,0.06686396508236392,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:normal,behavioral,0.2,100,131,31,1.3048618981480335,1.31,6.0,0.5,12,6,True,1.0,10,110,84,26,True,0,5.061068702290076,0.6765046870008702,0.07633587786259542,0.015267175572519083,0.0,False,False,False,normal,0.3657459876535567,1.3048618981480335,6,0.10486189814803351,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:bad,behavioral,0.2,100,135,35,1.3483695578132917,1.35,6.0,0.5,12,6,True,1.0,13,113,80,33,True,0,4.45925925925926,0.6349516327294105,0.06666666666666667,0.0,0.0,False,False,False,bad,0.655797052088612,1.3483695578132917,6,0.1483695578132918,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-027:very_bad,behavioral,0.2,100,139,39,1.3840542254935668,1.39,6.0,0.5,12,7,True,1.0,15,115,79,36,True,0,4.503597122302159,0.6558939861098134,0.06474820143884892,0.02877697841726619,0.0,False,False,False,very_bad,0.8936948366237791,1.3840542254935668,7,0.18405422549356687,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:good,random,0.2,100,127,27,1.2662243220607923,1.27,6.0,0.5,12,5,True,1.0,4,104,82,22,False,76,4.456692913385827,0.6439802979173058,0.03937007874015748,0.0,1.3228346456692914,False,False,False,good,0.10816214707194878,1.2662243220607923,5,0.06622432206079232,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:normal,random,0.2,100,131,31,1.3066970136439362,1.31,6.0,0.5,12,6,True,1.0,16,116,89,27,False,75,5.137404580152672,0.7072598944736349,0.015267175572519083,0.0,1.0610687022900764,False,False,False,normal,0.377980090959575,1.3066970136439362,6,0.10669701364393627,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:bad,random,0.2,100,135,35,1.344663851707851,1.35,6.0,0.5,12,6,True,1.0,20,120,89,31,False,95,4.970370370370371,0.6930906953129176,0.02962962962962963,0.014814814814814815,1.5925925925925926,False,False,False,bad,0.6310923447190068,1.344663851707851,6,0.14466385170785104,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:very_bad,random,0.2,100,139,39,1.3848572958262246,1.39,6.0,0.5,12,7,True,1.0,11,111,80,31,False,85,5.309352517985611,0.6594885130856354,0.02877697841726619,0.07194244604316546,1.2877697841726619,False,False,False,very_bad,0.8990486388414979,1.3848572958262246,7,0.18485729582622473,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:good,targeted,0.2,100,127,27,1.2662243220607923,1.27,6.0,0.5,12,5,True,1.0,4,104,82,22,False,81,4.456692913385827,0.6439802979173058,0.03937007874015748,0.0,1.7244094488188977,False,False,False,good,0.10816214707194878,1.2662243220607923,5,0.06622432206079232,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:normal,targeted,0.2,100,131,31,1.3066970136439362,1.31,6.0,0.5,12,6,True,1.0,16,116,89,27,False,93,5.137404580152672,0.7072598944736349,0.015267175572519083,0.0,1.9465648854961832,False,False,False,normal,0.377980090959575,1.3066970136439362,6,0.10669701364393627,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:bad,targeted,0.2,100,135,35,1.344663851707851,1.35,6.0,0.5,12,6,True,1.0,20,120,89,31,False,101,4.970370370370371,0.6930906953129176,0.02962962962962963,0.014814814814814815,2.140740740740741,False,False,False,bad,0.6310923447190068,1.344663851707851,6,0.14466385170785104,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:very_bad,targeted,0.2,100,139,39,1.3848572958262246,1.39,6.0,0.5,12,7,True,1.0,11,111,80,31,False,101,5.309352517985611,0.6594885130856354,0.02877697841726619,0.07194244604316546,2.129496402877698,False,False,False,very_bad,0.8990486388414979,1.3848572958262246,7,0.18485729582622473,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:good,behavioral,0.2,100,127,27,1.2662243220607923,1.27,6.0,0.5,12,5,True,1.0,2,102,80,22,True,0,4.480314960629921,0.628726522821011,0.031496062992125984,0.007874015748031496,0.0,False,False,False,good,0.10816214707194878,1.2662243220607923,5,0.06622432206079232,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:normal,behavioral,0.2,100,131,31,1.3066970136439362,1.31,6.0,0.5,12,6,True,1.0,15,115,86,29,True,0,5,0.6898686978839651,0.007633587786259542,0.0,0.0,False,False,False,normal,0.377980090959575,1.3066970136439362,6,0.10669701364393627,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:bad,behavioral,0.2,100,135,35,1.344663851707851,1.35,6.0,0.5,12,6,True,1.0,20,120,88,32,True,0,5.007407407407407,0.700063064507509,0.02962962962962963,0.014814814814814815,0.0,False,False,False,bad,0.6310923447190068,1.344663851707851,6,0.14466385170785104,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-028:very_bad,behavioral,0.2,100,139,39,1.3848572958262246,1.39,6.0,0.5,12,7,True,1.0,12,112,81,31,True,0,4.748201438848921,0.6544413819593675,0.03597122302158273,0.07194244604316546,0.0,False,False,False,very_bad,0.8990486388414979,1.3848572958262246,7,0.18485729582622473,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:good,random,0.2,100,127,27,1.267250220683671,1.27,6.0,0.5,12,5,True,1.0,6,106,83,23,False,79,5.165354330708661,0.6753709763552284,0.031496062992125984,0.03937007874015748,1.3779527559055118,False,False,False,good,0.11500147122447413,1.267250220683671,5,0.06725022068367112,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:normal,random,0.2,100,130,30,1.298683323132045,1.3,6.0,0.5,12,6,True,1.0,4,104,80,24,False,65,4.161538461538462,0.621922521922522,0.015384615384615385,0.038461538461538464,0.9846153846153847,False,False,False,normal,0.3245554875469663,1.298683323132045,6,0.09868332313204495,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:bad,random,0.2,100,135,35,1.3457793982090904,1.35,6.0,0.5,12,6,True,1.0,12,112,83,29,False,82,4.9185185185185185,0.661616428838651,0.044444444444444446,0.0,1.362962962962963,False,False,False,bad,0.6385293213939363,1.3457793982090904,6,0.14577939820909047,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:very_bad,random,0.2,100,140,40,1.3920520137948105,1.4,6.0,0.5,12,7,True,1.0,26,126,90,36,False,89,5.514285714285714,0.7375811688311689,0.014285714285714285,0.0,1.3357142857142856,False,False,False,very_bad,0.9470134252987368,1.3920520137948105,7,0.19205201379481052,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:good,targeted,0.2,100,127,27,1.267250220683671,1.27,6.0,0.5,12,5,True,1.0,6,106,83,23,False,88,5.165354330708661,0.6753709763552284,0.031496062992125984,0.03937007874015748,2.062992125984252,False,False,False,good,0.11500147122447413,1.267250220683671,5,0.06725022068367112,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:normal,targeted,0.2,100,130,30,1.298683323132045,1.3,6.0,0.5,12,6,True,1.0,4,104,80,24,False,94,4.161538461538462,0.621922521922522,0.015384615384615385,0.038461538461538464,1.7538461538461538,False,False,False,normal,0.3245554875469663,1.298683323132045,6,0.09868332313204495,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:bad,targeted,0.2,100,135,35,1.3457793982090904,1.35,6.0,0.5,12,6,True,1.0,12,112,83,29,False,95,4.9185185185185185,0.661616428838651,0.044444444444444446,0.0,2.022222222222222,False,False,False,bad,0.6385293213939363,1.3457793982090904,6,0.14577939820909047,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:very_bad,targeted,0.2,100,140,40,1.3920520137948105,1.4,6.0,0.5,12,7,True,1.0,26,126,90,36,False,105,5.514285714285714,0.7375811688311689,0.014285714285714285,0.0,2.0,False,False,False,very_bad,0.9470134252987368,1.3920520137948105,7,0.19205201379481052,STREAMING
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:good,behavioral,0.2,100,127,27,1.267250220683671,1.27,6.0,0.5,12,5,True,1.0,1,101,80,21,True,0,4.905511811023622,0.6478948654145504,0.031496062992125984,0.06299212598425197,0.0,False,False,False,good,0.11500147122447413,1.267250220683671,5,0.06725022068367112,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:normal,behavioral,0.2,100,130,30,1.298683323132045,1.3,6.0,0.5,12,6,True,1.0,6,106,83,23,True,0,4.746153846153846,0.653420745920746,0.038461538461538464,0.038461538461538464,0.0,False,False,False,normal,0.3245554875469663,1.298683323132045,6,0.09868332313204495,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:bad,behavioral,0.2,100,135,35,1.3457793982090904,1.35,6.0,0.5,12,6,True,1.0,17,117,85,32,True,0,4.503703703703704,0.662150606595051,0.044444444444444446,0.0,0.0,False,False,False,bad,0.6385293213939363,1.3457793982090904,6,0.14577939820909047,BUFFERED
1.3.2,redundancy-compensated-pressure-routing,adaptive-029:very_bad,behavioral,0.2,100,140,40,1.3920520137948105,1.4,6.0,0.5,12,7,True,1.0,22,122,88,34,True,0,5.035714285714286,0.7005179344465059,0.03571428571428571,0.0,0.0,False,False,False,very_bad,0.9470134252987368,1.3920520137948105,7,0.19205201379481052,STREAMING
