seed,policy,path_count,unique_path_ratio,path_overlap,clean_path_ratio,path_compromise_rate,mean_compromised_nodes_per_path,state_to_path_correlation,lane_collapse_rate
run-001,whisper_candidate_paths,3,1.0,0.16666666666666666,0.0,1.0,3.6666666666666665,-0.7061294389348078,0.0
run-001,random_multipath,3,1.0,0.08333333333333333,0.0,1.0,2.3333333333333335,-0.8660254037844386,0.0
run-001,state_aware_whisper,3,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,2.6666666666666665,-0.8386278693775346,0.0
run-002,whisper_candidate_paths,3,1.0,0.4615384615384615,0.3333333333333333,0.6666666666666666,2.3333333333333335,-0.9754172691319666,0.0
run-002,random_multipath,3,1.0,0.3333333333333333,0.0,1.0,2.3333333333333335,0.2401922307076307,0.0
run-002,state_aware_whisper,3,1.0,0.0,0.0,1.0,4.666666666666667,0.0,0.0
run-003,whisper_candidate_paths,3,1.0,0.12560386473429952,0.0,1.0,3.3333333333333335,0.9683006310306369,0.0
run-003,random_multipath,3,1.0,0.09523809523809523,0.3333333333333333,0.6666666666666666,1.0,0.992419026573885,0.0
run-003,state_aware_whisper,3,1.0,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,0.0
