schema_version,experiment,seed,condition,compromise_fraction,required_fragments,emitted_fragments,recovery_fragments,redundancy_factor,bandwidth_overhead,magnet_strength,wandering_strength,hop_budget,custody_rounds,message_reconstructed,effective_reconstruction_ratio,reconstruction_margin,delivered_total,primary_delivered,recovery_delivered,clean_reconstruction,delivered_compromised_fragments,mean_hop_count,mean_transport_delivery_ratio,loop_rate,dead_end_rate,mean_compromised_relays_per_fragment,reticulum_graph_visible,voxmesh_knows_reticulum_identity,reticulum_knows_whisper_payload
1.3.2,redundancy-compensated-pressure-routing,fine-009,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,86,24,True,0,4.9296875,0.6802167884199134,0.0234375,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-009,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,10,110,86,24,True,0,4.8538461538461535,0.6697519147519148,0.023076923076923078,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.97,-3,97,79,18,False,62,4.9,0.6511862674362674,0.025,0.0,1.1,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,False,0.99,-1,99,79,20,False,63,4.926229508196721,0.6547089749958602,0.02459016393442623,0.0,1.0901639344262295,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,1,101,79,22,False,65,4.88,0.6520626262626262,0.024,0.0,1.096,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,3,103,79,24,False,67,4.859375,0.6501727656024531,0.0234375,0.0,1.0859375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,5,105,79,26,False,68,4.861538461538461,0.6529173604173604,0.023076923076923078,0.0,1.0769230769230769,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.97,-3,97,79,18,False,82,4.9,0.6511862674362674,0.025,0.0,1.8083333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,False,0.99,-1,99,79,20,False,84,4.926229508196721,0.6547089749958602,0.02459016393442623,0.0,1.8360655737704918,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,1,101,79,22,False,86,4.88,0.6520626262626262,0.024,0.0,1.824,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,3,103,79,24,False,88,4.859375,0.6501727656024531,0.0234375,0.0,1.828125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,5,105,79,26,False,90,4.861538461538461,0.6529173604173604,0.023076923076923078,0.0,1.8384615384615384,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.98,-2,98,81,17,False,0,4.308333333333334,0.637820165945166,0.025,0.016666666666666666,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,0,100,81,19,True,0,4.327868852459017,0.6389140231353346,0.03278688524590164,0.01639344262295082,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,3,103,81,22,True,0,4.4,0.6445800865800866,0.032,0.016,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,5,105,81,24,True,0,4.359375,0.6418425324675324,0.03125,0.015625,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-010,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,6,106,81,25,True,0,4.3538461538461535,0.6388056388056388,0.03076923076923077,0.015384615384615385,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,89,13,False,76,4.791666666666667,0.6699558080808081,0.05,0.0,1.2333333333333334,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,4,104,89,15,False,78,4.786885245901639,0.672146228088851,0.04918032786885246,0.0,1.2377049180327868,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,7,107,89,18,False,81,4.816,0.675748051948052,0.048,0.0,1.264,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,89,21,False,83,4.859375,0.6800273944805195,0.046875,0.0,1.28125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,11,111,89,22,False,83,4.8,0.6746936396936397,0.046153846153846156,0.0,1.2692307692307692,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,89,13,False,79,4.791666666666667,0.6699558080808081,0.05,0.0,1.9166666666666667,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,4,104,89,15,False,81,4.786885245901639,0.672146228088851,0.04918032786885246,0.0,1.9098360655737705,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,7,107,89,18,False,83,4.816,0.675748051948052,0.048,0.0,1.904,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,10,110,89,21,False,86,4.859375,0.6800273944805195,0.046875,0.0,1.9375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,11,111,89,22,False,86,4.8,0.6746936396936397,0.046153846153846156,0.0,1.9076923076923078,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,0,100,87,13,True,0,4.458333333333333,0.6499299543049543,0.08333333333333333,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,2,102,87,15,True,0,4.532786885245901,0.6544978473257161,0.08196721311475409,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,4,104,87,17,True,0,4.472,0.6505232323232323,0.08,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,6,106,87,19,True,0,4.4921875,0.6493390940656566,0.078125,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-011,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,7,107,87,20,True,0,4.438461538461539,0.644477466977467,0.07692307692307693,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,4,104,86,18,False,71,4.916666666666667,0.6789342833092833,0.008333333333333333,0.0,1.075,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,6,106,86,20,False,73,4.959016393442623,0.6821484753861803,0.01639344262295082,0.0,1.0819672131147542,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,8,108,86,22,False,75,4.944,0.6777769119769119,0.016,0.0,1.088,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,11,111,86,25,False,77,4.8515625,0.6736102656024531,0.015625,0.0,1.078125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,13,113,86,27,False,78,4.876923076923077,0.6747854922854922,0.015384615384615385,0.0,1.0923076923076922,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,4,104,86,18,False,88,4.916666666666667,0.6789342833092833,0.008333333333333333,0.0,1.875,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,6,106,86,20,False,90,4.959016393442623,0.6821484753861803,0.01639344262295082,0.0,1.8852459016393444,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,8,108,86,22,False,91,4.944,0.6777769119769119,0.016,0.0,1.872,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,11,111,86,25,False,93,4.8515625,0.6736102656024531,0.015625,0.0,1.8515625,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,13,113,86,27,False,94,4.876923076923077,0.6747854922854922,0.015384615384615385,0.0,1.8615384615384616,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,8,108,89,19,True,0,5.891666666666667,0.7446482683982684,0.08333333333333333,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,10,110,89,21,True,0,5.918032786885246,0.7465119579873678,0.08196721311475409,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,12,112,89,23,True,0,5.896,0.742595670995671,0.08,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,14,114,89,25,True,0,5.8046875,0.7356077516233767,0.078125,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-012,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,16,116,89,27,True,0,5.8076923076923075,0.7372821622821623,0.07692307692307693,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.94,-6,94,77,17,False,60,4.241666666666666,0.62179803992304,0.0,0.0,0.9916666666666667,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,False,0.96,-4,96,77,19,False,61,4.245901639344262,0.6247779315402266,0.0,0.0,0.9836065573770492,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,False,0.98,-2,98,77,21,False,63,4.288,0.6241165945165945,0.0,0.0,1.016,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,1,101,77,24,False,64,4.2578125,0.6257649034992785,0.0,0.0,1.015625,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,2,102,77,25,False,65,4.2,0.619983904983905,0.0,0.0,1.0153846153846153,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.94,-6,94,77,17,False,78,4.241666666666666,0.62179803992304,0.0,0.0,1.7416666666666667,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,False,0.96,-4,96,77,19,False,80,4.245901639344262,0.6247779315402266,0.0,0.0,1.7540983606557377,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,False,0.98,-2,98,77,21,False,82,4.288,0.6241165945165945,0.0,0.0,1.768,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,1,101,77,24,False,84,4.2578125,0.6257649034992785,0.0,0.0,1.75,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,2,102,77,25,False,84,4.2,0.619983904983905,0.0,0.0,1.7230769230769232,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.99,-1,99,83,16,False,0,4.666666666666667,0.6416922198172198,0.03333333333333333,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,1,101,83,18,True,0,4.663934426229508,0.6443459773377807,0.03278688524590164,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,4,104,83,21,True,0,4.768,0.6508816738816738,0.032,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,7,107,83,24,True,0,4.7578125,0.6528792388167388,0.03125,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-013,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,8,108,83,25,True,0,4.6923076923076925,0.6466810966810966,0.03076923076923077,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,84,17,False,71,5,0.6764871933621933,0.06666666666666667,0.0,1.3,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,84,19,False,73,5.024590163934426,0.6776923213398623,0.06557377049180328,0.0,1.2950819672131149,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,84,22,False,76,5.056,0.6814277056277056,0.064,0.0,1.312,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,8,108,84,24,False,77,5.0078125,0.6763074382215007,0.0625,0.0,1.296875,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,9,109,84,25,False,78,4.946153846153846,0.673595016095016,0.06153846153846154,0.0,1.3,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,1,101,84,17,False,90,5,0.6764871933621933,0.06666666666666667,0.0,2.0166666666666666,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,84,19,False,91,5.024590163934426,0.6776923213398623,0.06557377049180328,0.0,2.0327868852459017,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,84,22,False,93,5.056,0.6814277056277056,0.064,0.0,2.024,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,8,108,84,24,False,94,5.0078125,0.6763074382215007,0.0625,0.0,2.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,9,109,84,25,False,94,4.946153846153846,0.673595016095016,0.06153846153846154,0.0,1.9692307692307693,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,2,102,85,17,True,0,4.941666666666666,0.6858919552669552,0.075,0.008333333333333333,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,3,103,85,18,True,0,4.868852459016393,0.6787461855084805,0.07377049180327869,0.00819672131147541,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,6,106,85,21,True,0,4.92,0.683424531024531,0.072,0.008,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,8,108,85,23,True,0,4.9375,0.6812646554834054,0.078125,0.0078125,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-014,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,9,109,85,24,True,0,4.907692307692308,0.681040071040071,0.07692307692307693,0.007692307692307693,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.99,-1,99,82,17,False,67,4.75,0.6601382876382876,0.016666666666666666,0.008333333333333333,1.125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,0,100,82,18,False,67,4.688524590163935,0.6547808293709932,0.01639344262295082,0.00819672131147541,1.1065573770491803,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,2,102,82,20,False,68,4.696,0.6530660894660895,0.016,0.008,1.096,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,4,104,82,22,False,69,4.609375,0.6468744363275614,0.015625,0.0078125,1.0859375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,6,106,82,24,False,71,4.6,0.6491020091020091,0.015384615384615385,0.007692307692307693,1.0923076923076922,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.99,-1,99,82,17,False,87,4.75,0.6601382876382876,0.016666666666666666,0.008333333333333333,1.9666666666666666,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,0,100,82,18,False,87,4.688524590163935,0.6547808293709932,0.01639344262295082,0.00819672131147541,1.9344262295081966,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,2,102,82,20,False,88,4.696,0.6530660894660895,0.016,0.008,1.92,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,4,104,82,22,False,89,4.609375,0.6468744363275614,0.015625,0.0078125,1.8828125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,6,106,82,24,False,91,4.6,0.6491020091020091,0.015384615384615385,0.007692307692307693,1.8923076923076922,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.99,-1,99,82,17,False,0,4.458333333333333,0.644827441077441,0.025,0.025,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,0,100,82,18,True,0,4.401639344262295,0.6397209802947508,0.02459016393442623,0.02459016393442623,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,2,102,82,20,True,0,4.36,0.6370343434343434,0.024,0.024,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,5,105,82,23,True,0,4.3984375,0.6417436079545454,0.03125,0.0234375,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-015,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,7,107,82,25,True,0,4.4,0.6442332667332668,0.03076923076923077,0.023076923076923078,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.98,-2,98,83,15,False,62,4.591666666666667,0.6535801467051467,0.016666666666666666,0.0,1.0833333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,0,100,83,17,False,64,4.573770491803279,0.6551608000378493,0.01639344262295082,0.0,1.0901639344262295,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,3,103,83,20,False,67,4.68,0.6614369408369408,0.016,0.0,1.12,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,6,106,83,23,False,70,4.6953125,0.6652487486471862,0.015625,0.0,1.1171875,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,8,108,83,25,False,71,4.730769230769231,0.6678346653346653,0.015384615384615385,0.0,1.1153846153846154,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.98,-2,98,83,15,False,84,4.591666666666667,0.6535801467051467,0.016666666666666666,0.0,2.0083333333333333,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,0,100,83,17,False,85,4.573770491803279,0.6551608000378493,0.01639344262295082,0.0,2.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,3,103,83,20,False,87,4.68,0.6614369408369408,0.016,0.0,2.016,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,6,106,83,23,False,90,4.6953125,0.6652487486471862,0.015625,0.0,2.0078125,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,8,108,83,25,False,92,4.730769230769231,0.6678346653346653,0.015384615384615385,0.0,2.023076923076923,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,behavioral,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,False,0.94,-6,94,78,16,False,0,5.116666666666666,0.6468996512746513,0.075,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,behavioral,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,False,0.96,-4,96,78,18,False,0,5.122950819672131,0.6491362690133182,0.07377049180327869,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,behavioral,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,False,0.99,-1,99,78,21,False,0,5.112,0.653080808080808,0.072,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,behavioral,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,1,101,78,23,True,0,5.078125,0.6500138099747474,0.0703125,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-016,behavioral,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,3,103,78,25,True,0,5.1,0.6532614607614607,0.06923076923076923,0.0,0.0,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,random,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,6,106,88,18,False,77,5.408333333333333,0.7097279341029341,0.041666666666666664,0.0,1.4,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,random,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,8,108,88,20,False,79,5.368852459016393,0.7101149078608096,0.040983606557377046,0.0,1.401639344262295,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,random,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,9,109,88,21,False,79,5.248,0.6970721500721501,0.04,0.0,1.376,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,random,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,12,112,88,24,False,80,5.1640625,0.694406396554834,0.0390625,0.0,1.3515625,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,random,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,13,113,88,25,False,81,5.1461538461538465,0.6905608280608281,0.038461538461538464,0.0,1.3461538461538463,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,targeted,0.2,100,120,20,1.2,1.2,6.0,0.5,12,5,True,1.0,6,106,88,18,False,91,5.408333333333333,0.7097279341029341,0.041666666666666664,0.0,2.2416666666666667,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,targeted,0.2,100,122,22,1.22,1.22,6.0,0.5,12,5,True,1.0,8,108,88,20,False,93,5.368852459016393,0.7101149078608096,0.040983606557377046,0.0,2.2295081967213113,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,targeted,0.2,100,125,25,1.25,1.25,6.0,0.5,12,5,True,1.0,9,109,88,21,False,94,5.248,0.6970721500721501,0.04,0.0,2.184,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,targeted,0.2,100,128,28,1.28,1.28,6.0,0.5,12,5,True,1.0,12,112,88,24,False,96,5.1640625,0.694406396554834,0.0390625,0.0,2.1484375,False,False,False
1.3.2,redundancy-compensated-pressure-routing,fine-017,targeted,0.2,100,130,30,1.3,1.3,6.0,0.5,12,5,True,1.0,13,113,88,25,False,97,5.1461538461538465,0.6905608280608281,0.038461538461538464,0.0,2.146153846153846,False,False,False
