schema_version,seed,source,target,compromise_type,compromise_fraction,compromised_node_count,total_node_count,edge_count,route_count,fractal_id,anomaly_detected,memory_rewrite,purge_triggered,reset_epoch_pre,reset_epoch_post,pre_alarm_path_count,post_candidate_count,random_multipath_reset:post_reset_path_distance_from_pre_alarm,random_multipath_reset:state_break_distance,random_multipath_reset:state_continuity_score,random_multipath_reset:lane_collapse_rate,random_multipath_reset:path_overlap,random_multipath_reset:unique_path_ratio,random_multipath_reset:clean_path_ratio,random_multipath_reset:path_compromise_rate,random_multipath_reset:mean_compromised_nodes_per_path,state_aware_reset:post_reset_path_distance_from_pre_alarm,state_aware_reset:state_break_distance,state_aware_reset:state_continuity_score,state_aware_reset:lane_collapse_rate,state_aware_reset:path_overlap,state_aware_reset:unique_path_ratio,state_aware_reset:clean_path_ratio,state_aware_reset:path_compromise_rate,state_aware_reset:mean_compromised_nodes_per_path,lemonade_reset:post_reset_path_distance_from_pre_alarm,lemonade_reset:state_break_distance,lemonade_reset:state_continuity_score,lemonade_reset:lane_collapse_rate,lemonade_reset:path_overlap,lemonade_reset:unique_path_ratio,lemonade_reset:clean_path_ratio,lemonade_reset:path_compromise_rate,lemonade_reset:mean_compromised_nodes_per_path,delta_lemonade_vs_state_aware:path_break,delta_lemonade_vs_random:path_break
1.0.0,pilot-015,n68,n14,random,0.2,20,100,242,3,36,True,True,True,0,1,3,12,0.8703703703703703,0.4791666666666667,0.5208333333333333,0.0,0.05555555555555556,1.0,0.0,1.0,3.0,0.5648148148148148,0.4765625,0.5234375,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,2.0,0.9114331723027376,0.4856770833333333,0.5143229166666667,0.0,0.022222222222222223,1.0,0.0,1.0,3.0,0.3466183574879228,0.04106280193236722
1.0.0,pilot-015,n68,n14,targeted,0.2,20,100,242,3,36,True,True,True,0,1,3,12,0.8703703703703703,0.4791666666666667,0.5208333333333333,0.0,0.05555555555555556,1.0,0.0,1.0,4.666666666666667,0.5648148148148148,0.4765625,0.5234375,0.0,0.0,1.0,0.0,1.0,3.6666666666666665,0.9114331723027376,0.4856770833333333,0.5143229166666667,0.0,0.022222222222222223,1.0,0.0,1.0,5.666666666666667,0.3466183574879228,0.04106280193236722
1.0.0,pilot-016,n12,n65,random,0.2,20,100,244,3,36,True,True,True,0,1,3,12,0.5232323232323233,0.4973958333333333,0.5026041666666667,0.0,0.15277777777777776,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.605098605098605,0.5416666666666666,0.45833333333333337,0.0,0.24183006535947713,1.0,0.3333333333333333,0.6666666666666666,4.333333333333333,0.9279821627647715,0.49609375,0.50390625,0.0,0.053418803418803416,1.0,0.0,1.0,5.666666666666667,0.3228835576661665,0.40474983953244825
1.0.0,pilot-016,n12,n65,targeted,0.2,20,100,244,3,36,True,True,True,0,1,3,12,0.5232323232323233,0.4973958333333333,0.5026041666666667,0.0,0.15277777777777776,1.0,0.0,1.0,3.6666666666666665,0.605098605098605,0.5416666666666666,0.45833333333333337,0.0,0.24183006535947713,1.0,0.0,1.0,6.0,0.9279821627647715,0.49609375,0.50390625,0.0,0.053418803418803416,1.0,0.0,1.0,5.666666666666667,0.3228835576661665,0.40474983953244825
1.0.0,pilot-017,n88,n25,random,0.2,20,100,252,3,36,True,True,True,0,1,3,12,0.8561314255431903,0.4921875,0.5078125,0.0,0.14017094017094017,1.0,0.0,1.0,6.666666666666667,0.5746031746031747,0.515625,0.484375,0.0,0.05555555555555555,1.0,0.0,1.0,4.333333333333333,0.900195848021935,0.5078125,0.4921875,0.0,0.14444444444444446,1.0,0.0,1.0,6.0,0.3255926734187603,0.04406442247874465
1.0.0,pilot-017,n88,n25,targeted,0.2,20,100,252,3,36,True,True,True,0,1,3,12,0.8561314255431903,0.4921875,0.5078125,0.0,0.14017094017094017,1.0,0.0,1.0,6.333333333333333,0.5746031746031747,0.515625,0.484375,0.0,0.05555555555555555,1.0,0.0,1.0,3.6666666666666665,0.900195848021935,0.5078125,0.4921875,0.0,0.14444444444444446,1.0,0.0,1.0,7.333333333333333,0.3255926734187603,0.04406442247874465
1.0.0,pilot-018,n54,n14,random,0.2,20,100,225,3,36,True,True,True,0,1,3,12,0.8743961352657005,0.5169270833333334,0.48307291666666663,0.0,0.0,1.0,0.0,1.0,2.3333333333333335,0.6578947368421053,0.50390625,0.49609375,0.0,0.0,1.0,0.0,1.0,2.6666666666666665,0.9912280701754387,0.5052083333333334,0.49479166666666663,0.0,0.0,1.0,0.0,1.0,2.6666666666666665,0.33333333333333337,0.1168319349097382
1.0.0,pilot-018,n54,n14,targeted,0.2,20,100,225,3,36,True,True,True,0,1,3,12,0.8743961352657005,0.5169270833333334,0.48307291666666663,0.0,0.0,1.0,0.0,1.0,3.6666666666666665,0.6578947368421053,0.50390625,0.49609375,0.0,0.0,1.0,0.0,1.0,3.3333333333333335,0.9912280701754387,0.5052083333333334,0.49479166666666663,0.0,0.0,1.0,0.0,1.0,3.0,0.33333333333333337,0.1168319349097382
1.0.0,pilot-019,n22,n90,random,0.2,20,100,252,3,36,True,True,True,0,1,3,12,0.9011595181807949,0.5,0.5,0.0,0.2638888888888889,1.0,0.0,1.0,4.0,0.6186868686868686,0.51171875,0.48828125,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.9640720390720391,0.4739583333333333,0.5260416666666667,0.0,0.042328042328042326,1.0,0.0,1.0,2.6666666666666665,0.34538517038517047,0.06291252089124422
1.0.0,pilot-019,n22,n90,targeted,0.2,20,100,252,3,36,True,True,True,0,1,3,12,0.9011595181807949,0.5,0.5,0.0,0.2638888888888889,1.0,0.0,1.0,5.0,0.6186868686868686,0.51171875,0.48828125,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,2.0,0.9640720390720391,0.4739583333333333,0.5260416666666667,0.0,0.042328042328042326,1.0,0.0,1.0,7.0,0.34538517038517047,0.06291252089124422
1.0.0,pilot-020,n53,n15,random,0.2,20,100,238,3,36,True,True,True,0,1,3,12,0.7916666666666666,0.5104166666666666,0.48958333333333337,0.0,0.20833333333333334,1.0,0.0,1.0,2.0,0.6289207868155237,0.49609375,0.50390625,0.0,0.2911877394636015,1.0,0.0,1.0,5.333333333333333,0.9271664008506114,0.46875,0.53125,0.0,0.15987460815047022,1.0,0.0,1.0,5.666666666666667,0.29824561403508776,0.1354997341839448
1.0.0,pilot-020,n53,n15,targeted,0.2,20,100,238,3,36,True,True,True,0,1,3,12,0.7916666666666666,0.5104166666666666,0.48958333333333337,0.0,0.20833333333333334,1.0,0.0,1.0,2.6666666666666665,0.6289207868155237,0.49609375,0.50390625,0.0,0.2911877394636015,1.0,0.0,1.0,7.333333333333333,0.9271664008506114,0.46875,0.53125,0.0,0.15987460815047022,1.0,0.0,1.0,8.0,0.29824561403508776,0.1354997341839448
1.0.0,pilot-021,n74,n6,random,0.2,20,100,238,3,36,True,True,True,0,1,3,12,0.9094017094017094,0.5169270833333334,0.48307291666666663,0.0,0.0,1.0,0.0,1.0,2.0,0.6190476190476191,0.5052083333333334,0.49479166666666663,0.0,0.0,1.0,0.0,1.0,2.0,0.9241542770954535,0.4986979166666667,0.5013020833333333,0.0,0.0,1.0,0.0,1.0,3.3333333333333335,0.30510665804783443,0.014752567693744112
1.0.0,pilot-021,n74,n6,targeted,0.2,20,100,238,3,36,True,True,True,0,1,3,12,0.9094017094017094,0.5169270833333334,0.48307291666666663,0.0,0.0,1.0,0.0,1.0,3.6666666666666665,0.6190476190476191,0.5052083333333334,0.49479166666666663,0.0,0.0,1.0,0.0,1.0,3.0,0.9241542770954535,0.4986979166666667,0.5013020833333333,0.0,0.0,1.0,0.0,1.0,4.333333333333333,0.30510665804783443,0.014752567693744112
1.0.0,pilot-022,n32,n44,random,0.2,20,100,271,3,36,True,True,True,0,1,3,12,0.7912698412698412,0.5234375,0.4765625,0.0,0.08333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5347222222222222,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.9288048552754434,0.51171875,0.48828125,0.0,0.0,1.0,0.0,1.0,1.3333333333333333,0.3940826330532212,0.1375350140056022
1.0.0,pilot-022,n32,n44,targeted,0.2,20,100,271,3,36,True,True,True,0,1,3,12,0.7912698412698412,0.5234375,0.4765625,0.0,0.08333333333333333,1.0,0.0,1.0,2.3333333333333335,0.5347222222222222,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.9288048552754434,0.51171875,0.48828125,0.0,0.0,1.0,0.0,1.0,2.6666666666666665,0.3940826330532212,0.1375350140056022
1.0.0,pilot-023,n38,n70,random,0.2,20,100,262,3,36,True,True,True,0,1,3,12,0.5636713520749665,0.50390625,0.49609375,0.0,0.47500000000000003,1.0,0.0,1.0,7.666666666666667,0.6001984126984127,0.50390625,0.49609375,0.0,0.35000000000000003,1.0,0.0,1.0,6.333333333333333,0.9049644122814855,0.4830729166666667,0.5169270833333333,0.0,0.20370370370370372,1.0,0.0,1.0,5.333333333333333,0.3047659995830728,0.34129306020651895
