schema_version,seed,source,target,compromise_type,compromise_fraction,compromised_node_count,total_node_count,edge_count,route_count,fractal_id,anomaly_detected,memory_rewrite,purge_triggered,reset_epoch_pre,reset_epoch_post,pre_alarm_path_count,post_candidate_count,random_multipath_reset:post_reset_path_distance_from_pre_alarm,random_multipath_reset:state_break_distance,random_multipath_reset:state_continuity_score,random_multipath_reset:lane_collapse_rate,random_multipath_reset:path_overlap,random_multipath_reset:unique_path_ratio,random_multipath_reset:clean_path_ratio,random_multipath_reset:path_compromise_rate,random_multipath_reset:mean_compromised_nodes_per_path,state_aware_reset:post_reset_path_distance_from_pre_alarm,state_aware_reset:state_break_distance,state_aware_reset:state_continuity_score,state_aware_reset:lane_collapse_rate,state_aware_reset:path_overlap,state_aware_reset:unique_path_ratio,state_aware_reset:clean_path_ratio,state_aware_reset:path_compromise_rate,state_aware_reset:mean_compromised_nodes_per_path,lemonade_reset:post_reset_path_distance_from_pre_alarm,lemonade_reset:state_break_distance,lemonade_reset:state_continuity_score,lemonade_reset:lane_collapse_rate,lemonade_reset:path_overlap,lemonade_reset:unique_path_ratio,lemonade_reset:clean_path_ratio,lemonade_reset:path_compromise_rate,lemonade_reset:mean_compromised_nodes_per_path,delta_lemonade_vs_state_aware:path_break,delta_lemonade_vs_random:path_break
1.0.0,run-001,n14,n81,random,0.2,20,100,265,3,36,True,True,True,0,1,3,12,0.8061554512258736,0.48046875,0.51953125,0.0,0.30952380952380953,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.5951245363010069,0.4973958333333333,0.5026041666666667,0.0,0.13333333333333333,1.0,0.3333333333333333,0.6666666666666666,4.0,0.9161654612358837,0.4739583333333333,0.5260416666666667,0.0,0.0625,1.0,0.0,1.0,3.6666666666666665,0.3210409249348768,0.1100100100100101
1.0.0,run-001,n14,n81,targeted,0.2,20,100,265,3,36,True,True,True,0,1,3,12,0.8061554512258736,0.48046875,0.51953125,0.0,0.30952380952380953,1.0,0.0,1.0,5.333333333333333,0.5951245363010069,0.4973958333333333,0.5026041666666667,0.0,0.13333333333333333,1.0,0.0,1.0,7.0,0.9161654612358837,0.4739583333333333,0.5260416666666667,0.0,0.0625,1.0,0.0,1.0,6.0,0.3210409249348768,0.1100100100100101
1.0.0,run-002,n32,n7,random,0.2,20,100,250,3,36,True,True,True,0,1,3,12,0.9071484071484072,0.49609375,0.50390625,0.0,0.30357142857142855,1.0,0.0,1.0,6.333333333333333,0.5882352941176471,0.52734375,0.47265625,0.0,0.125,1.0,0.0,1.0,2.3333333333333335,0.9318723911747168,0.4921875,0.5078125,0.0,0.022222222222222223,1.0,0.0,1.0,7.333333333333333,0.3436370970570697,0.024723984026309598
1.0.0,run-002,n32,n7,targeted,0.2,20,100,250,3,36,True,True,True,0,1,3,12,0.9071484071484072,0.49609375,0.50390625,0.0,0.30357142857142855,1.0,0.0,1.0,6.333333333333333,0.5882352941176471,0.52734375,0.47265625,0.0,0.125,1.0,0.0,1.0,4.333333333333333,0.9318723911747168,0.4921875,0.5078125,0.0,0.022222222222222223,1.0,0.0,1.0,7.666666666666667,0.3436370970570697,0.024723984026309598
1.0.0,run-003,n2,n53,random,0.2,20,100,251,3,36,True,True,True,0,1,3,12,0.9592592592592593,0.5078125,0.4921875,0.0,0.11111111111111112,1.0,0.0,1.0,4.0,0.5833333333333334,0.4739583333333333,0.5260416666666667,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.4752604166666667,0.5247395833333333,0.0,0.1111111111111111,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.33333333333333326,-0.042592592592592626
1.0.0,run-003,n2,n53,targeted,0.2,20,100,251,3,36,True,True,True,0,1,3,12,0.9592592592592593,0.5078125,0.4921875,0.0,0.11111111111111112,1.0,0.0,1.0,5.333333333333333,0.5833333333333334,0.4739583333333333,0.5260416666666667,0.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.9166666666666666,0.4752604166666667,0.5247395833333333,0.0,0.1111111111111111,1.0,0.0,1.0,5.333333333333333,0.33333333333333326,-0.042592592592592626
