schema_version,experiment,seed,source,target,condition_type,compromise_fraction,compromised_node_count,total_node_count,edge_count,route_count,fractal_id,pre_reset_epochs,pre_alarm_path_count,post_candidate_count,policy,path_count,post_reset_path_distance_from_pre_alarm,continuity_retention_vs_lemonade,state_break_distance,state_continuity_score,lane_collapse_rate,path_overlap,unique_path_ratio,clean_path_ratio,path_compromise_rate,mean_compromised_nodes_per_path,mean_node_score_risk_per_path,mean_raw_node_score_per_path,healthy_node_ratio,mean_degradation_risk_per_path,delta,success_continuity_retention,success_node_score_risk_reduced,success_degradation_risk_reduced,success_candidate
1.2.0,local-degradation-aware-lemonade-reselection,pilot-004,n18,n34,behavioral,0.2,0,100,248,3,36,5,1,1,lemonade_reset,1,0.0,0.0,0.4921875,0.5078125,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.5204781631783065,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-004,n18,n34,behavioral,0.2,0,100,248,3,36,5,1,1,node_score_aware_delta_0.90,1,0.0,0.0,0.48046875,0.51953125,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.5204781631783065,0.9,False,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-004,n18,n34,behavioral,0.2,0,100,248,3,36,5,1,1,degradation_aware_delta_0.90,1,0.0,0.0,0.55078125,0.44921875,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.5204781631783065,0.9,False,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-004,n18,n34,behavioral,0.2,0,100,248,3,36,5,1,1,degradation_aware_delta_0.85,1,0.0,0.0,0.51953125,0.48046875,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.5204781631783065,0.85,False,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-004,n18,n34,behavioral,0.2,0,100,248,3,36,5,1,1,degradation_aware_delta_0.80,1,0.0,0.0,0.46484375,0.53515625,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.5204781631783065,0.8,False,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,random,0.2,20,100,230,3,36,5,3,12,lemonade_reset,3,0.8683087027914613,1.0,0.49609375,0.50390625,0.0,0.11666666666666665,1.0,0.0,1.0,3.3333333333333335,0.1796092796092796,0.9612903225806452,0.4032258064516129,0.3547689676174757,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,random,0.2,20,100,230,3,36,5,3,12,node_score_aware_delta_0.90,3,0.8917158375286455,1.0269571578194878,0.4895833333333333,0.5104166666666667,0.0,0.09401709401709402,1.0,0.0,1.0,7.0,0.14103304284676835,0.9720930232558139,0.4186046511627907,0.3723936473950837,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,random,0.2,20,100,230,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9035072207486001,1.0405368710966292,0.4869791666666667,0.5130208333333333,0.0,0.08012820512820513,1.0,0.0,1.0,5.666666666666667,0.15549382716049384,0.9775,0.4,0.3695865332176451,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,random,0.2,20,100,230,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9079101695124511,1.0456075893212609,0.46484375,0.53515625,0.0,0.14262820512820515,1.0,0.0,1.0,7.0,0.1357389251997095,0.9923076923076923,0.4358974358974359,0.3754761643387927,0.85,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,random,0.2,20,100,230,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9207756665884744,1.0604243210143363,0.5,0.5,0.0,0.12630579297245964,1.0,0.0,1.0,7.666666666666667,0.12936637618010166,0.9561797752808988,0.4606741573033708,0.3654261818131594,0.8,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,targeted,0.2,20,100,230,3,36,5,3,12,lemonade_reset,3,0.8683087027914613,1.0,0.49609375,0.50390625,0.0,0.11666666666666665,1.0,0.0,1.0,5.333333333333333,0.1796092796092796,0.9612903225806452,0.4032258064516129,0.3547689676174757,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,targeted,0.2,20,100,230,3,36,5,3,12,node_score_aware_delta_0.90,3,0.8917158375286455,1.0269571578194878,0.4895833333333333,0.5104166666666667,0.0,0.09401709401709402,1.0,0.0,1.0,9.0,0.14103304284676835,0.9720930232558139,0.4186046511627907,0.3723936473950837,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,targeted,0.2,20,100,230,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9035072207486001,1.0405368710966292,0.4869791666666667,0.5130208333333333,0.0,0.08012820512820513,1.0,0.0,1.0,9.333333333333334,0.15549382716049384,0.9775,0.4,0.3695865332176451,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,targeted,0.2,20,100,230,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9079101695124511,1.0456075893212609,0.46484375,0.53515625,0.0,0.14262820512820515,1.0,0.0,1.0,9.0,0.1357389251997095,0.9923076923076923,0.4358974358974359,0.3754761643387927,0.85,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,targeted,0.2,20,100,230,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9207756665884744,1.0604243210143363,0.5,0.5,0.0,0.12630579297245964,1.0,0.0,1.0,9.0,0.12936637618010166,0.9561797752808988,0.4606741573033708,0.3654261818131594,0.8,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,behavioral,0.2,0,100,230,3,36,5,3,12,lemonade_reset,3,0.8683087027914613,1.0,0.49609375,0.50390625,0.0,0.11666666666666665,1.0,1.0,0.0,0.0,0.1796092796092796,0.9612903225806452,0.4032258064516129,0.3547689676174757,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,behavioral,0.2,0,100,230,3,36,5,3,12,node_score_aware_delta_0.90,3,0.8917158375286455,1.0269571578194878,0.4895833333333333,0.5104166666666667,0.0,0.09401709401709402,1.0,1.0,0.0,0.0,0.14103304284676835,0.9720930232558139,0.4186046511627907,0.3723936473950837,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,behavioral,0.2,0,100,230,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9035072207486001,1.0405368710966292,0.4869791666666667,0.5130208333333333,0.0,0.08012820512820513,1.0,1.0,0.0,0.0,0.15549382716049384,0.9775,0.4,0.3695865332176451,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,behavioral,0.2,0,100,230,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9079101695124511,1.0456075893212609,0.46484375,0.53515625,0.0,0.14262820512820515,1.0,1.0,0.0,0.0,0.1357389251997095,0.9923076923076923,0.4358974358974359,0.3754761643387927,0.85,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-005,n94,n10,behavioral,0.2,0,100,230,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9207756665884744,1.0604243210143363,0.5,0.5,0.0,0.12630579297245964,1.0,1.0,0.0,0.0,0.12936637618010166,0.9561797752808988,0.4606741573033708,0.3654261818131594,0.8,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,random,0.2,20,100,237,3,36,5,3,12,lemonade_reset,3,0.8865440115440116,1.0,0.4947916666666667,0.5052083333333333,0.0,0.05808080808080809,1.0,0.0,1.0,2.6666666666666665,0.19087606837606838,0.9099999999999999,0.375,0.386135276301166,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,random,0.2,20,100,237,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9426551226551227,1.063291963377416,0.51171875,0.48828125,0.0,0.17965367965367965,1.0,0.0,1.0,3.0,0.17875,0.7571428571428572,0.4444444444444444,0.3805038330880682,0.9,True,True,True,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,random,0.2,20,100,237,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9192821067821068,1.0369277721261443,0.48828125,0.51171875,0.0,0.047619047619047616,1.0,0.0,1.0,2.6666666666666665,0.18570546737213403,0.7535714285714287,0.4642857142857143,0.3797748251133144,0.9,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,random,0.2,20,100,237,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9350793650793651,1.0547466937945065,0.54296875,0.45703125,0.0,0.10437710437710439,1.0,0.0,1.0,3.0,0.15291666666666667,0.7931034482758621,0.4827586206896552,0.3430063873474642,0.85,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,random,0.2,20,100,237,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9192063492063491,1.0368423194303151,0.4973958333333333,0.5026041666666667,0.0,0.08831908831908832,1.0,0.0,1.0,3.6666666666666665,0.1546141975308642,0.7000000000000001,0.5068493150684932,0.3567856790881754,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,targeted,0.2,20,100,237,3,36,5,3,12,lemonade_reset,3,0.8865440115440116,1.0,0.4947916666666667,0.5052083333333333,0.0,0.05808080808080809,1.0,0.0,1.0,2.3333333333333335,0.19087606837606838,0.9099999999999999,0.375,0.386135276301166,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,targeted,0.2,20,100,237,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9426551226551227,1.063291963377416,0.51171875,0.48828125,0.0,0.17965367965367965,1.0,0.0,1.0,5.333333333333333,0.17875,0.7571428571428572,0.4444444444444444,0.3805038330880682,0.9,True,True,True,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,targeted,0.2,20,100,237,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9192821067821068,1.0369277721261443,0.48828125,0.51171875,0.0,0.047619047619047616,1.0,0.0,1.0,4.666666666666667,0.18570546737213403,0.7535714285714287,0.4642857142857143,0.3797748251133144,0.9,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,targeted,0.2,20,100,237,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9350793650793651,1.0547466937945065,0.54296875,0.45703125,0.0,0.10437710437710439,1.0,0.0,1.0,4.666666666666667,0.15291666666666667,0.7931034482758621,0.4827586206896552,0.3430063873474642,0.85,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,targeted,0.2,20,100,237,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9192063492063491,1.0368423194303151,0.4973958333333333,0.5026041666666667,0.0,0.08831908831908832,1.0,0.0,1.0,7.0,0.1546141975308642,0.7000000000000001,0.5068493150684932,0.3567856790881754,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,behavioral,0.2,0,100,237,3,36,5,3,12,lemonade_reset,3,0.8865440115440116,1.0,0.4947916666666667,0.5052083333333333,0.0,0.05808080808080809,1.0,1.0,0.0,0.0,0.19087606837606838,0.9099999999999999,0.375,0.386135276301166,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,behavioral,0.2,0,100,237,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9426551226551227,1.063291963377416,0.51171875,0.48828125,0.0,0.17965367965367965,1.0,1.0,0.0,0.0,0.17875,0.7571428571428572,0.4444444444444444,0.3805038330880682,0.9,True,True,True,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,behavioral,0.2,0,100,237,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9192821067821068,1.0369277721261443,0.48828125,0.51171875,0.0,0.047619047619047616,1.0,1.0,0.0,0.0,0.18570546737213403,0.7535714285714287,0.4642857142857143,0.3797748251133144,0.9,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,behavioral,0.2,0,100,237,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9350793650793651,1.0547466937945065,0.54296875,0.45703125,0.0,0.10437710437710439,1.0,1.0,0.0,0.0,0.15291666666666667,0.7931034482758621,0.4827586206896552,0.3430063873474642,0.85,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-006,n92,n41,behavioral,0.2,0,100,237,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9192063492063491,1.0368423194303151,0.4973958333333333,0.5026041666666667,0.0,0.08831908831908832,1.0,1.0,0.0,0.0,0.1546141975308642,0.7000000000000001,0.5068493150684932,0.3567856790881754,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,lemonade_reset,3,0.9833333333333334,1.0,0.5247395833333334,0.47526041666666663,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.16231481481481483,0.6314285714285715,0.6,0.4271380309930534,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.90,3,0.989247311827957,1.0060142154182612,0.4752604166666667,0.5247395833333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,2.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.9,True,True,True,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,degradation_aware_delta_0.90,3,0.989247311827957,1.0060142154182612,0.5091145833333334,0.49088541666666663,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,2.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.9,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9777530589543938,0.9943251446993835,0.5078125,0.4921875,0.0,0.1272727272727273,1.0,0.0,1.0,4.0,0.1418545356951154,0.4642857142857143,0.7142857142857143,0.43166139138300014,0.85,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,degradation_aware_delta_0.80,3,0.989247311827957,1.0060142154182612,0.4752604166666667,0.5247395833333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,2.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,lemonade_reset,3,0.9833333333333334,1.0,0.5247395833333334,0.47526041666666663,0.0,0.0,1.0,0.0,1.0,3.6666666666666665,0.16231481481481483,0.6314285714285715,0.6,0.4271380309930534,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.90,3,0.989247311827957,1.0060142154182612,0.4752604166666667,0.5247395833333333,0.0,0.0,1.0,0.0,1.0,5.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.9,True,True,True,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,degradation_aware_delta_0.90,3,0.989247311827957,1.0060142154182612,0.5091145833333334,0.49088541666666663,0.0,0.0,1.0,0.0,1.0,5.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.9,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9777530589543938,0.9943251446993835,0.5078125,0.4921875,0.0,0.1272727272727273,1.0,0.0,1.0,5.333333333333333,0.1418545356951154,0.4642857142857143,0.7142857142857143,0.43166139138300014,0.85,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,degradation_aware_delta_0.80,3,0.989247311827957,1.0060142154182612,0.4752604166666667,0.5247395833333333,0.0,0.0,1.0,0.0,1.0,5.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,behavioral,0.2,0,100,273,3,36,5,3,12,lemonade_reset,3,0.9833333333333334,1.0,0.5247395833333334,0.47526041666666663,0.0,0.0,1.0,1.0,0.0,0.0,0.16231481481481483,0.6314285714285715,0.6,0.4271380309930534,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,behavioral,0.2,0,100,273,3,36,5,3,12,node_score_aware_delta_0.90,3,0.989247311827957,1.0060142154182612,0.4752604166666667,0.5247395833333333,0.0,0.0,1.0,1.0,0.0,0.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.9,True,True,True,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,behavioral,0.2,0,100,273,3,36,5,3,12,degradation_aware_delta_0.90,3,0.989247311827957,1.0060142154182612,0.5091145833333334,0.49088541666666663,0.0,0.0,1.0,1.0,0.0,0.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.9,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,behavioral,0.2,0,100,273,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9777530589543938,0.9943251446993835,0.5078125,0.4921875,0.0,0.1272727272727273,1.0,1.0,0.0,0.0,0.1418545356951154,0.4642857142857143,0.7142857142857143,0.43166139138300014,0.85,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-007,n83,n46,behavioral,0.2,0,100,273,3,36,5,3,12,degradation_aware_delta_0.80,3,0.989247311827957,1.0060142154182612,0.4752604166666667,0.5247395833333333,0.0,0.0,1.0,1.0,0.0,0.0,0.13179012345679011,0.5857142857142857,0.7142857142857143,0.413470166687397,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,lemonade_reset,3,0.9381800817739577,1.0,0.4869791666666667,0.5130208333333333,0.0,0.17460317460317457,1.0,0.0,1.0,6.666666666666667,0.14066875653082547,1.1421052631578947,0.4421052631578947,0.39919838020264437,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9350606521839399,0.9966750204458408,0.4895833333333333,0.5104166666666667,0.0,0.17460317460317457,1.0,0.0,1.0,7.333333333333333,0.13407784743991638,1.1,0.45098039215686275,0.4026742678106731,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9362825485671266,0.99797743179194,0.4921875,0.5078125,0.0,0.17460317460317457,1.0,0.0,1.0,6.0,0.17025208986415882,1.1704545454545454,0.4090909090909091,0.40314851048546735,0.9,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9362825485671266,0.99797743179194,0.5026041666666666,0.49739583333333337,0.0,0.17460317460317457,1.0,0.0,1.0,6.0,0.17025208986415882,1.1704545454545454,0.4090909090909091,0.40314851048546735,0.85,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9302676238614999,0.9915661629721486,0.5455729166666666,0.45442708333333337,0.0,0.20634920634920637,1.0,0.0,1.0,6.666666666666667,0.13725966562173456,1.1231578947368421,0.45263157894736844,0.4039707790064937,0.8,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,lemonade_reset,3,0.9381800817739577,1.0,0.4869791666666667,0.5130208333333333,0.0,0.17460317460317457,1.0,0.0,1.0,9.666666666666666,0.14066875653082547,1.1421052631578947,0.4421052631578947,0.39919838020264437,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9350606521839399,0.9966750204458408,0.4895833333333333,0.5104166666666667,0.0,0.17460317460317457,1.0,0.0,1.0,11.333333333333334,0.13407784743991638,1.1,0.45098039215686275,0.4026742678106731,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9362825485671266,0.99797743179194,0.4921875,0.5078125,0.0,0.17460317460317457,1.0,0.0,1.0,10.0,0.17025208986415882,1.1704545454545454,0.4090909090909091,0.40314851048546735,0.9,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9362825485671266,0.99797743179194,0.5026041666666666,0.49739583333333337,0.0,0.17460317460317457,1.0,0.0,1.0,10.0,0.17025208986415882,1.1704545454545454,0.4090909090909091,0.40314851048546735,0.85,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9302676238614999,0.9915661629721486,0.5455729166666666,0.45442708333333337,0.0,0.20634920634920637,1.0,0.0,1.0,9.666666666666666,0.13725966562173456,1.1231578947368421,0.45263157894736844,0.4039707790064937,0.8,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,behavioral,0.2,0,100,275,3,36,5,3,12,lemonade_reset,3,0.9381800817739577,1.0,0.4869791666666667,0.5130208333333333,0.0,0.17460317460317457,1.0,1.0,0.0,0.0,0.14066875653082547,1.1421052631578947,0.4421052631578947,0.39919838020264437,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,behavioral,0.2,0,100,275,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9350606521839399,0.9966750204458408,0.4895833333333333,0.5104166666666667,0.0,0.17460317460317457,1.0,1.0,0.0,0.0,0.13407784743991638,1.1,0.45098039215686275,0.4026742678106731,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,behavioral,0.2,0,100,275,3,36,5,3,12,degradation_aware_delta_0.90,3,0.9362825485671266,0.99797743179194,0.4921875,0.5078125,0.0,0.17460317460317457,1.0,1.0,0.0,0.0,0.17025208986415882,1.1704545454545454,0.4090909090909091,0.40314851048546735,0.9,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,behavioral,0.2,0,100,275,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9362825485671266,0.99797743179194,0.5026041666666666,0.49739583333333337,0.0,0.17460317460317457,1.0,1.0,0.0,0.0,0.17025208986415882,1.1704545454545454,0.4090909090909091,0.40314851048546735,0.85,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-008,n79,n63,behavioral,0.2,0,100,275,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9302676238614999,0.9915661629721486,0.5455729166666666,0.45442708333333337,0.0,0.20634920634920637,1.0,1.0,0.0,0.0,0.13725966562173456,1.1231578947368421,0.45263157894736844,0.4039707790064937,0.8,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,lemonade_reset,3,0.9417631917631918,1.0,0.50390625,0.49609375,0.0,0.1899335232668566,1.0,0.0,1.0,4.0,0.1559722222222222,1.2793103448275862,0.3448275862068966,0.4143744300274821,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9417631917631918,1.0,0.4713541666666667,0.5286458333333333,0.0,0.1899335232668566,1.0,0.0,1.0,4.0,0.1559722222222222,1.2793103448275862,0.3448275862068966,0.4143744300274821,0.9,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,degradation_aware_delta_0.90,3,0.939594356261023,0.9976970479191183,0.4908854166666667,0.5091145833333333,0.0,0.17273954116059378,1.0,0.0,1.0,3.0,0.15541666666666665,1.4161290322580644,0.3225806451612903,0.4197973163998392,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9480288559235928,1.0066531206732239,0.5169270833333334,0.48307291666666663,0.0,0.2098765432098765,1.0,0.0,1.0,3.6666666666666665,0.14262635756056807,1.2478260869565216,0.358695652173913,0.3864209015532816,0.85,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9313356921716055,0.9889276840687905,0.5065104166666666,0.49348958333333337,0.0,0.29012345679012347,1.0,0.0,1.0,5.666666666666667,0.13545878014708904,1.1555555555555554,0.4166666666666667,0.3970402964782753,0.8,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,lemonade_reset,3,0.9417631917631918,1.0,0.50390625,0.49609375,0.0,0.1899335232668566,1.0,0.0,1.0,8.666666666666666,0.1559722222222222,1.2793103448275862,0.3448275862068966,0.4143744300274821,,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9417631917631918,1.0,0.4713541666666667,0.5286458333333333,0.0,0.1899335232668566,1.0,0.0,1.0,8.666666666666666,0.1559722222222222,1.2793103448275862,0.3448275862068966,0.4143744300274821,0.9,True,False,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,degradation_aware_delta_0.90,3,0.939594356261023,0.9976970479191183,0.4908854166666667,0.5091145833333333,0.0,0.17273954116059378,1.0,0.0,1.0,6.333333333333333,0.15541666666666665,1.4161290322580644,0.3225806451612903,0.4197973163998392,0.9,True,True,False,False
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,degradation_aware_delta_0.85,3,0.9480288559235928,1.0066531206732239,0.5169270833333334,0.48307291666666663,0.0,0.2098765432098765,1.0,0.0,1.0,9.333333333333334,0.14262635756056807,1.2478260869565216,0.358695652173913,0.3864209015532816,0.85,True,True,True,True
1.2.0,local-degradation-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,degradation_aware_delta_0.80,3,0.9313356921716055,0.9889276840687905,0.5065104166666666,0.49348958333333337,0.0,0.29012345679012347,1.0,0.0,1.0,10.666666666666666,0.13545878014708904,1.1555555555555554,0.4166666666666667,0.3970402964782753,0.8,True,True,True,True
