schema_version,experiment,seed,condition,compromise_fraction,node_count,known_logical_edge_count,compromised_node_count,source_relay,hop_budget,policy,transport_attempts,successful_transport_attempts,transport_failures,transport_delivery_ratio,transport_success,loop_detected,dead_end,relay_reuse_count,mean_candidate_count,hop_count,path_len,compromised_relays,clean_path,path_compromise_rate,reticulum_graph_visible,voxmesh_knows_reticulum_identity,reticulum_knows_whisper_payload,magnet_strength,wandering_strength
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.0_magnet_raw,1,0,1,0.0,False,False,False,0,,0,1,0,True,0.0,False,False,False,4.0,
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,2,1,1,0.5,False,False,False,0,5.5,1,2,0,True,0.0,False,False,False,4.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,5.333333333333333,12,13,0,True,0.0,False,False,False,4.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,9,8,1,0.8888888888888888,False,False,False,0,5.0,8,9,0,True,0.0,False,False,False,4.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.0_magnet_raw,7,6,1,0.8571428571428571,False,False,False,0,,6,7,0,True,0.0,False,False,False,6.0,
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,1,0,1,0.0,False,False,False,0,4.0,0,1,0,True,0.0,False,False,False,6.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,8,7,1,0.875,False,False,False,0,5.875,7,8,0,True,0.0,False,False,False,6.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,6,5,1,0.8333333333333334,False,False,False,0,5.333333333333333,5,6,0,True,0.0,False,False,False,6.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.0_magnet_raw,4,3,1,0.75,False,False,False,0,,3,4,0,True,0.0,False,False,False,8.0,
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,6,5,1,0.8333333333333334,False,False,False,0,5.0,5,6,0,True,0.0,False,False,False,8.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,3,2,1,0.6666666666666666,False,False,False,0,5.333333333333333,2,3,0,True,0.0,False,False,False,8.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-001,behavioral,0.2,100,530,0,n64,12,v1.3.1_pressure_field,2,1,1,0.5,False,False,False,0,5.5,1,2,0,True,0.0,False,False,False,8.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.0_magnet_raw,7,6,1,0.8571428571428571,False,False,False,0,,6,7,1,False,0.14285714285714285,False,False,False,4.0,
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,5,4,1,0.8,False,False,False,0,5.8,4,5,2,False,0.4,False,False,False,4.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,6,5,1,0.8333333333333334,False,False,False,0,4.833333333333333,5,6,3,False,0.5,False,False,False,4.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,True,False,1,7.166666666666667,12,13,3,False,0.23076923076923078,False,False,False,4.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.0_magnet_raw,12,12,0,1.0,True,False,False,0,,12,13,5,False,0.38461538461538464,False,False,False,6.0,
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,4,3,1,0.75,False,False,False,0,4.25,3,4,0,True,0.0,False,False,False,6.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,5.75,12,13,2,False,0.15384615384615385,False,False,False,6.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,5.75,12,13,0,True,0.0,False,False,False,6.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.0_magnet_raw,12,12,0,1.0,True,False,False,0,,12,13,1,False,0.07692307692307693,False,False,False,8.0,
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,8,7,1,0.875,False,False,False,0,5.625,7,8,3,False,0.375,False,False,False,8.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,6.083333333333333,12,13,1,False,0.07692307692307693,False,False,False,8.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,random,0.2,100,500,20,n32,12,v1.3.1_pressure_field,2,1,1,0.5,False,False,False,0,4.5,1,2,0,True,0.0,False,False,False,8.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.0_magnet_raw,7,6,1,0.8571428571428571,False,False,False,0,,6,7,4,False,0.5714285714285714,False,False,False,4.0,
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,5,4,1,0.8,False,False,False,0,5.8,4,5,1,False,0.2,False,False,False,4.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,6,5,1,0.8333333333333334,False,False,False,0,4.833333333333333,5,6,1,False,0.16666666666666666,False,False,False,4.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,True,False,1,7.166666666666667,12,13,8,False,0.6153846153846154,False,False,False,4.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.0_magnet_raw,12,12,0,1.0,True,False,False,0,,12,13,5,False,0.38461538461538464,False,False,False,6.0,
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,4,3,1,0.75,False,False,False,0,4.25,3,4,0,True,0.0,False,False,False,6.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,5.75,12,13,5,False,0.38461538461538464,False,False,False,6.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,5.75,12,13,4,False,0.3076923076923077,False,False,False,6.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.0_magnet_raw,12,12,0,1.0,True,False,False,0,,12,13,3,False,0.23076923076923078,False,False,False,8.0,
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,8,7,1,0.875,False,False,False,0,5.625,7,8,3,False,0.375,False,False,False,8.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,6.083333333333333,12,13,5,False,0.38461538461538464,False,False,False,8.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,targeted,0.2,100,500,20,n32,12,v1.3.1_pressure_field,2,1,1,0.5,False,False,False,0,4.5,1,2,0,True,0.0,False,False,False,8.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.0_magnet_raw,12,12,0,1.0,True,False,False,0,,12,13,0,True,0.0,False,False,False,4.0,
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,4,3,1,0.75,False,False,False,0,5.5,3,4,0,True,0.0,False,False,False,4.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,10,9,1,0.9,False,False,False,0,5.0,9,10,0,True,0.0,False,False,False,4.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,6,5,1,0.8333333333333334,False,False,False,0,5.333333333333333,5,6,0,True,0.0,False,False,False,4.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.0_magnet_raw,7,6,1,0.8571428571428571,False,False,False,0,,6,7,0,True,0.0,False,False,False,6.0,
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,4,3,1,0.75,False,False,False,0,3.75,3,4,0,True,0.0,False,False,False,6.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,7,6,1,0.8571428571428571,False,False,False,0,4.285714285714286,6,7,0,True,0.0,False,False,False,6.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,2,1,1,0.5,False,False,False,0,5.5,1,2,0,True,0.0,False,False,False,6.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.0_magnet_raw,5,4,1,0.8,False,False,False,0,,4,5,0,True,0.0,False,False,False,8.0,
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,8,7,1,0.875,False,False,False,0,5.25,7,8,0,True,0.0,False,False,False,8.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,9,8,1,0.8888888888888888,False,False,False,0,5.222222222222222,8,9,0,True,0.0,False,False,False,8.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-002,behavioral,0.2,100,500,0,n32,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,5.666666666666667,12,13,0,True,0.0,False,False,False,8.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.0_magnet_raw,3,2,1,0.6666666666666666,False,False,False,0,,2,3,1,False,0.3333333333333333,False,False,False,4.0,
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.1_pressure_field,1,0,1,0.0,False,False,False,0,5.0,0,1,0,True,0.0,False,False,False,4.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.1_pressure_field,7,6,1,0.8571428571428571,False,False,False,0,7.571428571428571,6,7,0,True,0.0,False,False,False,4.0,1.0
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.1_pressure_field,2,1,1,0.5,False,False,False,0,5.5,1,2,1,False,0.5,False,False,False,4.0,2.0
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.0_magnet_raw,12,12,0,1.0,True,True,False,1,,12,13,1,False,0.07692307692307693,False,False,False,6.0,
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.1_pressure_field,12,12,0,1.0,True,False,False,0,6.75,12,13,2,False,0.15384615384615385,False,False,False,6.0,0.5
1.3.1,sol-link-pressure-field-comparison,run-003,random,0.2,100,502,20,n27,12,v1.3.1_pressure_field,4,3,1,0.75,False,False,False,0,6.25,3,4,1,False,0.25,False,False,False,6.0,1.0
