schema_version,experiment,seed,source,target,compromise_type,compromise_fraction,compromised_node_count,total_node_count,edge_count,route_count,fractal_id,pre_reset_epochs,pre_alarm_path_count,post_candidate_count,policy,path_count,post_reset_path_distance_from_pre_alarm,continuity_retention_vs_lemonade,state_break_distance,state_continuity_score,lane_collapse_rate,path_overlap,unique_path_ratio,clean_path_ratio,path_compromise_rate,mean_compromised_nodes_per_path,mean_node_score_risk_per_path,mean_raw_node_score_per_path,healthy_node_ratio,delta,success_continuity_retention,success_node_score_risk_reduced,success_candidate
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9402209226770631,0.9744107744107745,0.515625,0.484375,0.0,0.1349206349206349,1.0,0.0,1.0,2.0,0.14322751322751323,0.625,0.625,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,random,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.50,3,0.8735542560103964,0.9053198653198653,0.5078125,0.4921875,0.0,0.22380952380952382,1.0,0.0,1.0,2.0,0.1337037037037037,0.7153846153846154,0.5897435897435898,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,lemonade_reset,3,0.9649122807017544,1.0,0.4791666666666667,0.5208333333333333,0.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.17563492063492062,0.8111111111111112,0.5555555555555556,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9649122807017544,1.0,0.5260416666666666,0.47395833333333337,0.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.17563492063492062,0.8111111111111112,0.5555555555555556,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9402209226770631,0.9744107744107745,0.5104166666666666,0.48958333333333337,0.0,0.1349206349206349,1.0,0.0,1.0,2.6666666666666665,0.14322751322751323,0.625,0.625,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9402209226770631,0.9744107744107745,0.515625,0.484375,0.0,0.1349206349206349,1.0,0.0,1.0,2.6666666666666665,0.14322751322751323,0.625,0.625,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-007,n83,n46,targeted,0.2,20,100,273,3,36,5,3,12,node_score_aware_delta_0.50,3,0.8735542560103964,0.9053198653198653,0.5078125,0.4921875,0.0,0.22380952380952382,1.0,0.0,1.0,2.6666666666666665,0.1337037037037037,0.7153846153846154,0.5897435897435898,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,lemonade_reset,3,0.9105915870621754,1.0,0.5234375,0.4765625,0.0,0.10317460317460318,1.0,0.0,1.0,4.0,0.15644624982860275,1.2913043478260868,0.3333333333333333,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.90,3,0.933625050773605,1.025295054378596,0.51171875,0.48828125,0.0,0.1818181818181818,1.0,0.0,1.0,5.333333333333333,0.14818682632527683,1.1363636363636365,0.36363636363636365,0.9,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9183145009416197,1.0084812049541998,0.5143229166666666,0.48567708333333337,0.0,0.15256410256410258,1.0,0.0,1.0,5.666666666666667,0.12037772315707651,1.1756756756756757,0.38738738738738737,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9136848713119899,1.00339700508303,0.4947916666666667,0.5052083333333333,0.0,0.1914141414141414,1.0,0.0,1.0,6.333333333333333,0.11370560986731616,1.111864406779661,0.3983050847457627,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,random,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9136848713119899,1.00339700508303,0.4830729166666667,0.5169270833333333,0.0,0.1914141414141414,1.0,0.0,1.0,6.333333333333333,0.11370560986731616,1.111864406779661,0.3983050847457627,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,lemonade_reset,3,0.9105915870621754,1.0,0.5234375,0.4765625,0.0,0.10317460317460318,1.0,0.0,1.0,8.0,0.15644624982860275,1.2913043478260868,0.3333333333333333,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.90,3,0.933625050773605,1.025295054378596,0.51171875,0.48828125,0.0,0.1818181818181818,1.0,0.0,1.0,8.666666666666666,0.14818682632527683,1.1363636363636365,0.36363636363636365,0.9,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9183145009416197,1.0084812049541998,0.5143229166666666,0.48567708333333337,0.0,0.15256410256410258,1.0,0.0,1.0,10.333333333333334,0.12037772315707651,1.1756756756756757,0.38738738738738737,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9136848713119899,1.00339700508303,0.4947916666666667,0.5052083333333333,0.0,0.1914141414141414,1.0,0.0,1.0,11.333333333333334,0.11370560986731616,1.111864406779661,0.3983050847457627,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-008,n79,n63,targeted,0.2,20,100,275,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9136848713119899,1.00339700508303,0.4830729166666667,0.5169270833333333,0.0,0.1914141414141414,1.0,0.0,1.0,11.333333333333334,0.11370560986731616,1.111864406779661,0.3983050847457627,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,lemonade_reset,3,0.9303162246558473,1.0,0.5026041666666666,0.49739583333333337,0.0,0.08888888888888889,1.0,0.0,1.0,3.6666666666666665,0.13028670323928943,0.8714285714285713,0.5,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9042507048362611,0.971982086167283,0.5026041666666666,0.49739583333333337,0.0,0.04305555555555555,1.0,0.0,1.0,4.333333333333333,0.1338757262164125,0.98,0.5,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9140183869372049,0.9824814001017005,0.4947916666666667,0.5052083333333333,0.0,0.22222222222222224,1.0,0.0,1.0,5.0,0.09879156710473913,0.7653465346534654,0.6039603960396039,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9098978057183804,0.9780521736627561,0.4908854166666667,0.5091145833333333,0.0,0.19999999999999998,1.0,0.3333333333333333,0.6666666666666666,4.333333333333333,0.09462490043807248,0.7831683168316831,0.594059405940594,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,random,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9098978057183804,0.9780521736627561,0.4986979166666667,0.5013020833333333,0.0,0.19999999999999998,1.0,0.3333333333333333,0.6666666666666666,4.333333333333333,0.09462490043807248,0.7831683168316831,0.594059405940594,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,lemonade_reset,3,0.9303162246558473,1.0,0.5026041666666666,0.49739583333333337,0.0,0.08888888888888889,1.0,0.0,1.0,4.666666666666667,0.13028670323928943,0.8714285714285713,0.5,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9042507048362611,0.971982086167283,0.5026041666666666,0.49739583333333337,0.0,0.04305555555555555,1.0,0.0,1.0,6.666666666666667,0.1338757262164125,0.98,0.5,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9140183869372049,0.9824814001017005,0.4947916666666667,0.5052083333333333,0.0,0.22222222222222224,1.0,0.0,1.0,9.333333333333334,0.09879156710473913,0.7653465346534654,0.6039603960396039,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9098978057183804,0.9780521736627561,0.4908854166666667,0.5091145833333333,0.0,0.19999999999999998,1.0,0.0,1.0,10.333333333333334,0.09462490043807248,0.7831683168316831,0.594059405940594,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-009,n28,n53,targeted,0.2,20,100,229,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9098978057183804,0.9780521736627561,0.4986979166666667,0.5013020833333333,0.0,0.19999999999999998,1.0,0.0,1.0,10.333333333333334,0.09462490043807248,0.7831683168316831,0.594059405940594,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,random,0.2,20,100,245,3,36,5,3,12,lemonade_reset,3,0.9441843467267196,1.0,0.5078125,0.4921875,0.0,0.030303030303030304,1.0,0.0,1.0,2.6666666666666665,0.21611111111111111,1.4914893617021276,0.2765957446808511,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,random,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9449756362799842,1.0008380667991454,0.5026041666666666,0.49739583333333337,0.0,0.10416666666666667,1.0,0.0,1.0,2.6666666666666665,0.18927015250544663,1.3599999999999999,0.36666666666666664,0.9,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,random,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9316270474165211,0.9867003733394524,0.5299479166666666,0.47005208333333337,0.0,0.07196969696969698,1.0,0.0,1.0,4.0,0.15867433930093777,1.3486486486486486,0.35135135135135137,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,random,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9316270474165211,0.9867003733394524,0.5026041666666666,0.49739583333333337,0.0,0.07196969696969698,1.0,0.0,1.0,4.0,0.15867433930093777,1.3486486486486486,0.35135135135135137,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,random,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9316270474165211,0.9867003733394524,0.47265625,0.52734375,0.0,0.07196969696969698,1.0,0.0,1.0,4.0,0.15867433930093777,1.3486486486486486,0.35135135135135137,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,targeted,0.2,20,100,245,3,36,5,3,12,lemonade_reset,3,0.9441843467267196,1.0,0.5078125,0.4921875,0.0,0.030303030303030304,1.0,0.0,1.0,4.666666666666667,0.21611111111111111,1.4914893617021276,0.2765957446808511,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,targeted,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9449756362799842,1.0008380667991454,0.5026041666666666,0.49739583333333337,0.0,0.10416666666666667,1.0,0.0,1.0,5.333333333333333,0.18927015250544663,1.3599999999999999,0.36666666666666664,0.9,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,targeted,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9316270474165211,0.9867003733394524,0.5299479166666666,0.47005208333333337,0.0,0.07196969696969698,1.0,0.0,1.0,7.666666666666667,0.15867433930093777,1.3486486486486486,0.35135135135135137,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,targeted,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9316270474165211,0.9867003733394524,0.5026041666666666,0.49739583333333337,0.0,0.07196969696969698,1.0,0.0,1.0,7.666666666666667,0.15867433930093777,1.3486486486486486,0.35135135135135137,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-010,n17,n39,targeted,0.2,20,100,245,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9316270474165211,0.9867003733394524,0.47265625,0.52734375,0.0,0.07196969696969698,1.0,0.0,1.0,7.666666666666667,0.15867433930093777,1.3486486486486486,0.35135135135135137,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,random,0.2,20,100,243,3,36,5,3,12,lemonade_reset,3,0.9194847020933977,1.0,0.5286458333333334,0.47135416666666663,0.0,0.0392156862745098,1.0,0.0,1.0,3.3333333333333335,0.14761904761904762,1.216,0.38,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,random,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9206924315619968,1.0013134851138354,0.4895833333333333,0.5104166666666667,0.0,0.0,1.0,0.0,1.0,3.0,0.1564393939393939,1.369767441860465,0.37209302325581395,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,random,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9243961352657005,1.0053415061295972,0.5221354166666666,0.47786458333333337,0.0,0.06349206349206349,1.0,0.0,1.0,3.6666666666666665,0.15623025623025621,1.0999999999999999,0.42424242424242425,0.75,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,random,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9420289855072465,1.0245183887915938,0.5013020833333334,0.49869791666666663,0.0,0.1568627450980392,1.0,0.0,1.0,3.0,0.13977272727272727,1.1344827586206896,0.39655172413793105,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,random,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9339774557165862,1.0157618213660247,0.5,0.5,0.0,0.05882352941176471,1.0,0.0,1.0,3.3333333333333335,0.14109547859547858,1.2555555555555555,0.3888888888888889,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,targeted,0.2,20,100,243,3,36,5,3,12,lemonade_reset,3,0.9194847020933977,1.0,0.5286458333333334,0.47135416666666663,0.0,0.0392156862745098,1.0,0.0,1.0,4.666666666666667,0.14761904761904762,1.216,0.38,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,targeted,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9206924315619968,1.0013134851138354,0.4895833333333333,0.5104166666666667,0.0,0.0,1.0,0.0,1.0,5.0,0.1564393939393939,1.369767441860465,0.37209302325581395,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,targeted,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9243961352657005,1.0053415061295972,0.5221354166666666,0.47786458333333337,0.0,0.06349206349206349,1.0,0.0,1.0,6.666666666666667,0.15623025623025621,1.0999999999999999,0.42424242424242425,0.75,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,targeted,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9420289855072465,1.0245183887915938,0.5013020833333334,0.49869791666666663,0.0,0.1568627450980392,1.0,0.0,1.0,6.0,0.13977272727272727,1.1344827586206896,0.39655172413793105,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-011,n4,n71,targeted,0.2,20,100,243,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9339774557165862,1.0157618213660247,0.5,0.5,0.0,0.05882352941176471,1.0,0.0,1.0,5.666666666666667,0.14109547859547858,1.2555555555555555,0.3888888888888889,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,random,0.2,20,100,262,3,36,5,1,1,lemonade_reset,1,0.0,0.0,0.484375,0.515625,0.0,0.0,1.0,0.0,1.0,1.0,0.375,2.5,0.0,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,random,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.90,1,0.0,0.0,0.46875,0.53125,0.0,0.0,1.0,0.0,1.0,1.0,0.375,2.5,0.0,0.9,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,random,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.75,1,0.0,0.0,0.46875,0.53125,0.0,0.0,1.0,0.0,1.0,1.0,0.375,2.5,0.0,0.75,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,random,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.60,1,0.0,0.0,0.4921875,0.5078125,0.0,0.0,1.0,0.0,1.0,1.0,0.375,2.5,0.0,0.6,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,random,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.50,1,0.0,0.0,0.5234375,0.4765625,0.0,0.0,1.0,0.0,1.0,1.0,0.375,2.5,0.0,0.5,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,targeted,0.2,20,100,262,3,36,5,1,1,lemonade_reset,1,0.0,0.0,0.484375,0.515625,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,targeted,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.90,1,0.0,0.0,0.46875,0.53125,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.9,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,targeted,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.75,1,0.0,0.0,0.46875,0.53125,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.75,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,targeted,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.60,1,0.0,0.0,0.4921875,0.5078125,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.6,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-012,n91,n54,targeted,0.2,20,100,262,3,36,5,1,1,node_score_aware_delta_0.50,1,0.0,0.0,0.5234375,0.4765625,0.0,0.0,1.0,1.0,0.0,0.0,0.375,2.5,0.0,0.5,False,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,random,0.2,20,100,244,3,36,5,3,12,lemonade_reset,3,0.9635733708780213,1.0,0.484375,0.515625,0.0,0.06666666666666667,1.0,0.0,1.0,3.6666666666666665,0.16622807017543859,0.7136363636363636,0.5454545454545454,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,random,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9492735698148057,0.9851596136885918,0.49609375,0.50390625,0.0,0.0,1.0,0.0,1.0,4.0,0.17734778121775027,0.6560975609756098,0.5853658536585366,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,random,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9459572647238231,0.9817179400276015,0.5247395833333334,0.47526041666666663,0.0,0.0925925925925926,1.0,0.0,1.0,5.666666666666667,0.1394423558897243,0.5545454545454546,0.6060606060606061,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,random,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9459572647238231,0.9817179400276015,0.49609375,0.50390625,0.0,0.0925925925925926,1.0,0.0,1.0,5.666666666666667,0.1394423558897243,0.5545454545454546,0.6060606060606061,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,random,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9438932812356909,0.9795759303472681,0.4713541666666667,0.5286458333333333,0.0,0.06018518518518518,1.0,0.0,1.0,6.333333333333333,0.14222873359870264,0.5125,0.625,0.5,True,True,True
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,targeted,0.2,20,100,244,3,36,5,3,12,lemonade_reset,3,0.9635733708780213,1.0,0.484375,0.515625,0.0,0.06666666666666667,1.0,0.0,1.0,4.0,0.16622807017543859,0.7136363636363636,0.5454545454545454,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,targeted,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9492735698148057,0.9851596136885918,0.49609375,0.50390625,0.0,0.0,1.0,0.0,1.0,4.333333333333333,0.17734778121775027,0.6560975609756098,0.5853658536585366,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,targeted,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.75,3,0.9459572647238231,0.9817179400276015,0.5247395833333334,0.47526041666666663,0.0,0.0925925925925926,1.0,0.0,1.0,6.333333333333333,0.1394423558897243,0.5545454545454546,0.6060606060606061,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,targeted,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9459572647238231,0.9817179400276015,0.49609375,0.50390625,0.0,0.0925925925925926,1.0,0.0,1.0,6.333333333333333,0.1394423558897243,0.5545454545454546,0.6060606060606061,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-013,n93,n11,targeted,0.2,20,100,244,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9438932812356909,0.9795759303472681,0.4713541666666667,0.5286458333333333,0.0,0.06018518518518518,1.0,0.0,1.0,6.333333333333333,0.14222873359870264,0.5125,0.625,0.5,True,True,True
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,random,0.2,20,100,288,3,36,5,3,12,lemonade_reset,3,0.910365473832966,1.0,0.4895833333333333,0.5104166666666667,0.0,0.0821078431372549,1.0,0.0,1.0,4.333333333333333,0.18367985125084516,1.6375,0.203125,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,random,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9154441659704817,1.005578739839652,0.4947916666666667,0.5052083333333333,0.0,0.14663256606990624,1.0,0.0,1.0,3.6666666666666665,0.14921239837398373,1.430120481927711,0.26506024096385544,0.9,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,random,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.75,3,0.8921637426900585,0.9800061275761353,0.4635416666666667,0.5364583333333333,0.0,0.19558823529411765,1.0,0.0,1.0,5.0,0.1410278745644599,1.3534653465346533,0.31683168316831684,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,random,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9054060271451577,0.9945522465093858,0.4778645833333333,0.5221354166666667,0.0,0.18045815801776532,1.0,0.0,1.0,4.0,0.13400297619047616,1.3244897959183672,0.30612244897959184,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,random,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9054060271451577,0.9945522465093858,0.4921875,0.5078125,0.0,0.18045815801776532,1.0,0.0,1.0,4.0,0.13400297619047616,1.3244897959183672,0.30612244897959184,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,targeted,0.2,20,100,288,3,36,5,3,12,lemonade_reset,3,0.910365473832966,1.0,0.4895833333333333,0.5104166666666667,0.0,0.0821078431372549,1.0,0.0,1.0,7.333333333333333,0.18367985125084516,1.6375,0.203125,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,targeted,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.90,3,0.9154441659704817,1.005578739839652,0.4947916666666667,0.5052083333333333,0.0,0.14663256606990624,1.0,0.0,1.0,8.0,0.14921239837398373,1.430120481927711,0.26506024096385544,0.9,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,targeted,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.75,3,0.8921637426900585,0.9800061275761353,0.4635416666666667,0.5364583333333333,0.0,0.19558823529411765,1.0,0.0,1.0,10.0,0.1410278745644599,1.3534653465346533,0.31683168316831684,0.75,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,targeted,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.60,3,0.9054060271451577,0.9945522465093858,0.4778645833333333,0.5221354166666667,0.0,0.18045815801776532,1.0,0.0,1.0,9.0,0.13400297619047616,1.3244897959183672,0.30612244897959184,0.6,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-014,n32,n58,targeted,0.2,20,100,288,3,36,5,3,12,node_score_aware_delta_0.50,3,0.9054060271451577,0.9945522465093858,0.4921875,0.5078125,0.0,0.18045815801776532,1.0,0.0,1.0,9.0,0.13400297619047616,1.3244897959183672,0.30612244897959184,0.5,True,True,False
1.1.0,node-score-aware-lemonade-reselection,pilot-015,n68,n14,random,0.2,20,100,242,3,36,5,3,12,lemonade_reset,3,0.895959595959596,1.0,0.4895833333333333,0.5104166666666667,0.0,0.0,1.0,0.0,1.0,4.0,0.17442396313364053,0.9181818181818181,0.4772727272727273,,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-015,n68,n14,random,0.2,20,100,242,3,36,5,3,12,node_score_aware_delta_0.90,3,0.895959595959596,1.0,0.4830729166666667,0.5169270833333333,0.0,0.0,1.0,0.0,1.0,4.0,0.17442396313364053,0.9181818181818181,0.4772727272727273,0.9,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-015,n68,n14,random,0.2,20,100,242,3,36,5,3,12,node_score_aware_delta_0.75,3,0.895959595959596,1.0,0.4934895833333333,0.5065104166666667,0.0,0.0,1.0,0.0,1.0,4.0,0.17442396313364053,0.9181818181818181,0.4772727272727273,0.75,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-015,n68,n14,random,0.2,20,100,242,3,36,5,3,12,node_score_aware_delta_0.60,3,0.895959595959596,1.0,0.4921875,0.5078125,0.0,0.0,1.0,0.0,1.0,4.0,0.17442396313364053,0.9181818181818181,0.4772727272727273,0.6,True,False,False
1.1.0,node-score-aware-lemonade-reselection,pilot-015,n68,n14,random,0.2,20,100,242,3,36,5,3,12,node_score_aware_delta_0.50,3,0.895959595959596,1.0,0.5065104166666666,0.49348958333333337,0.0,0.0,1.0,0.0,1.0,4.0,0.17442396313364053,0.9181818181818181,0.4772727272727273,0.5,True,False,False
